device_id,timestamp,duration_minutes,business_type,zone,device_type,signal_strength_dBm,data_used_MB,session_duration_minutes,peak_usage_hour
D6711,2025-06-17 15:23:00,57,Restaurant,Display Area,Tablet,-59.031268023902804,773.1739253138994,91,13
D1040,2025-06-17 18:05:00,49,Restaurant,Checkout,Tablet,-48.54428958119111,544.9742207467021,103,17
D7537,2025-06-17 16:30:00,49,Restaurant,Checkout,Phone,-57.27283227731017,677.0058408571167,45,18
D4360,2025-06-17 18:57:00,53,Restaurant,Entrance,Smartwatch,-65.77599968091685,408.25568154152813,76,11
D9545,2025-06-17 18:02:00,32,Restaurant,Entrance,Phone,-81.8521245647756,192.5963354207116,94,23
D9051,2025-06-17 10:23:00,44,Restaurant,Waiting Area,Laptop,-51.10592943204988,703.8978672300717,87,19
D9997,2025-06-17 08:49:00,31,Restaurant,Waiting Area,Laptop,-57.30176804722463,656.2672491710963,58,12
D2184,2025-06-17 10:01:00,51,Restaurant,Waiting Area,Tablet,-30.775005028490888,468.63499384309034,10,4
D1040,2025-06-17 18:05:00,49,Restaurant,Checkout,Tablet,-48.54428958119111,544.9742207467021,103,17
D8601,2025-06-17 13:33:00,47,Restaurant,Display Area,Phone,-30.883805495264674,82.34201449562195,110,3
D4459,2025-06-17 19:11:00,45,Restaurant,Checkout,Phone,-54.94334132492254,729.266338271978,104,20
D8005,2025-06-17 10:26:00,41,Restaurant,Entrance,Phone,-56.41993810879406,970.0390828714031,21,16
D7695,2025-06-17 15:09:00,16,Restaurant,Seating,Smartwatch,-63.68180127581287,765.0251826839379,50,1
D5852,2025-06-17 17:36:00,23,Restaurant,Waiting Area,Smartwatch,-49.0171991237005,250.22616857660688,119,5
D3745,2025-06-17 11:07:00,59,Restaurant,Seating,Tablet,-30.104502007812272,693.3703712800993,59,13
D9314,2025-06-17 09:42:00,28,Restaurant,Waiting Area,Laptop,-33.06971506371325,749.8794054301799,113,21
D4824,2025-06-17 13:33:00,31,Restaurant,Entrance,Phone,-87.73030091107785,26.36927831541173,34,11
D5852,2025-06-17 17:36:00,23,Restaurant,Waiting Area,Smartwatch,-49.0171991237005,250.22616857660688,119,5
D8214,2025-06-17 14:41:00,44,Restaurant,Waiting Area,Smartwatch,-78.2326022451546,573.0793419640567,54,12
D6948,2025-06-17 16:00:00,20,Restaurant,Waiting Area,Phone,-30.547144981303006,227.22791104772475,63,22
D9199,2025-06-17 16:14:00,58,Restaurant,Display Area,Phone,-55.258248243613835,447.80240072240076,40,4
D7695,2025-06-17 15:09:00,16,Restaurant,Seating,Smartwatch,-63.68180127581287,765.0251826839379,50,1
D3745,2025-06-17 11:07:00,59,Restaurant,Seating,Tablet,-30.104502007812272,693.3703712800993,59,13
D4959,2025-06-17 12:34:00,54,Restaurant,Checkout,Tablet,-54.902521994854666,216.1727260287334,66,8
D4899,2025-06-17 15:44:00,44,Restaurant,Display Area,Phone,-30.945312939339622,422.7639599891343,102,15
D3419,2025-06-17 18:17:00,14,Restaurant,Display Area,Tablet,-33.966689016808786,727.1168466176857,51,9
D4453,2025-06-17 14:41:00,44,Restaurant,Display Area,Laptop,-82.94750143810198,13.51748957674825,103,9
D7874,2025-06-17 08:17:00,41,Restaurant,Display Area,Laptop,-87.45470192010124,820.611873620341,38,22
D6038,2025-06-17 08:17:00,39,Restaurant,Seating,Phone,-78.9810319123504,234.07472329232345,109,1
D9004,2025-06-17 17:09:00,49,Restaurant,Entrance,Tablet,-38.04724190401026,39.792160629443444,84,12
D6544,2025-06-17 19:34:00,51,Restaurant,Entrance,Smartwatch,-47.36602805814281,972.1639392566763,18,7
D3832,2025-06-17 16:36:00,21,Restaurant,Checkout,Phone,-72.91097291973878,422.45015938457954,57,8
D3929,2025-06-17 12:44:00,44,Restaurant,Display Area,Phone,-46.857973087665826,454.3362293215836,65,6
D3745,2025-06-17 11:07:00,59,Restaurant,Seating,Tablet,-30.104502007812272,693.3703712800993,59,13
D8281,2025-06-17 08:36:00,44,Restaurant,Checkout,Smartwatch,-88.86022868222172,251.30920107292908,69,17
D2226,2025-06-17 10:33:00,45,Restaurant,Entrance,Smartwatch,-87.10812762422455,835.8240848074387,79,2
D6891,2025-06-17 18:05:00,2,Restaurant,Seating,Tablet,-84.81143671674891,363.28474142804237,65,9
D5859,2025-06-17 19:25:00,26,Restaurant,Seating,Phone,-49.88204104403509,525.6809446816416,46,19
D3717,2025-06-17 19:48:00,57,Restaurant,Seating,Laptop,-81.78332517005681,394.6348007976362,75,0
D1343,2025-06-17 17:14:00,43,Restaurant,Waiting Area,Smartwatch,-31.586436652746947,140.80180017441717,71,14
D8512,2025-06-17 14:26:00,51,Restaurant,Entrance,Tablet,-85.18511086053931,757.9557227695589,113,7
D2392,2025-06-17 17:59:00,46,Restaurant,Waiting Area,Tablet,-60.37603318457033,512.4546248696017,94,7
D1939,2025-06-17 09:19:00,19,Restaurant,Checkout,Smartwatch,-85.80126723629849,703.5421226914226,41,4
D3198,2025-06-17 16:09:00,46,Restaurant,Waiting Area,Laptop,-45.35121997018149,124.65551261878055,35,17
D8888,2025-06-17 10:01:00,21,Restaurant,Seating,Phone,-62.119388072162195,944.6471819749221,81,10
D6676,2025-06-17 13:05:00,19,Restaurant,Seating,Tablet,-49.74801017289357,981.7772695227955,57,13
D5407,2025-06-17 19:56:00,17,Restaurant,Entrance,Tablet,-51.61494314193812,581.2772295050959,116,3
D8373,2025-06-17 12:50:00,15,Restaurant,Checkout,Tablet,-43.93713249534196,90.78471963590404,88,7
D6544,2025-06-17 19:34:00,51,Restaurant,Entrance,Smartwatch,-47.36602805814281,972.1639392566763,18,7
D7978,2025-06-17 15:18:00,35,Restaurant,Display Area,Smartwatch,-54.02336382338647,122.62786944323125,98,8
D8591,2025-06-17 17:15:00,34,Restaurant,Waiting Area,Laptop,-59.823560354165174,185.19836828911758,78,21
D2184,2025-06-17 10:01:00,51,Restaurant,Waiting Area,Tablet,-30.775005028490888,468.63499384309034,10,4
D1700,2025-06-17 14:38:00,59,Restaurant,Checkout,Phone,-85.63452965051742,862.3994582554958,97,2
D4640,2025-06-17 12:24:00,21,Restaurant,Entrance,Phone,-89.89656099248982,862.5373959692679,93,3
D6513,2025-06-17 09:11:00,51,Restaurant,Seating,Laptop,-65.69669729267147,630.2743317782043,58,8
D2285,2025-06-17 17:46:00,60,Restaurant,Checkout,Tablet,-44.26463499650353,689.5652678452848,66,20
D7874,2025-06-17 08:17:00,41,Restaurant,Display Area,Laptop,-87.45470192010124,820.611873620341,38,22
D3798,2025-06-17 15:40:00,12,Restaurant,Seating,Tablet,-85.44951884145574,650.9660638809104,75,19
D9589,2025-06-17 13:28:00,27,Restaurant,Display Area,Phone,-66.89811758405052,289.82409923556133,60,22
D1258,2025-06-17 17:02:00,55,Restaurant,Waiting Area,Tablet,-78.92732939050548,264.94901706620726,67,14
D4453,2025-06-17 14:41:00,44,Restaurant,Display Area,Laptop,-82.94750143810198,13.51748957674825,103,9
D1700,2025-06-17 14:38:00,59,Restaurant,Checkout,Phone,-85.63452965051742,862.3994582554958,97,2
D3929,2025-06-17 12:44:00,44,Restaurant,Display Area,Phone,-46.857973087665826,454.3362293215836,65,6
D6544,2025-06-17 19:34:00,51,Restaurant,Entrance,Smartwatch,-47.36602805814281,972.1639392566763,18,7
D5438,2025-06-17 18:09:00,16,Restaurant,Entrance,Phone,-79.2142628054745,574.0528067147856,90,9
D4769,2025-06-17 10:19:00,18,Restaurant,Entrance,Laptop,-42.49481342089699,479.3553065854519,60,20
D5677,2025-06-17 15:51:00,36,Restaurant,Seating,Phone,-78.23922094019335,421.91413921431723,85,17
D5590,2025-06-17 14:09:00,5,Restaurant,Entrance,Tablet,-40.64475029707074,687.4217473304955,19,3
D8305,2025-06-17 16:20:00,54,Restaurant,Waiting Area,Smartwatch,-53.9356208906767,370.29402851870896,53,12
D3717,2025-06-17 19:48:00,57,Restaurant,Seating,Laptop,-81.78332517005681,394.6348007976362,75,0
D3745,2025-06-17 11:07:00,59,Restaurant,Seating,Tablet,-30.104502007812272,693.3703712800993,59,13
D8745,2025-06-17 18:53:00,41,Restaurant,Display Area,Smartwatch,-41.077169875873516,361.378746800063,41,18
D8512,2025-06-17 14:26:00,51,Restaurant,Entrance,Tablet,-85.18511086053931,757.9557227695589,113,7
D1409,2025-06-17 12:34:00,13,Restaurant,Checkout,Laptop,-79.60939283296405,837.2548781435695,28,10
D8373,2025-06-17 12:50:00,15,Restaurant,Checkout,Tablet,-43.93713249534196,90.78471963590404,88,7
D6711,2025-06-17 15:23:00,57,Restaurant,Display Area,Tablet,-59.031268023902804,773.1739253138994,91,13
D2610,2025-06-17 13:34:00,17,Restaurant,Entrance,Smartwatch,-72.75982055647768,294.21843647498264,30,5
D2097,2025-06-17 10:21:00,33,Restaurant,Checkout,Phone,-70.25929535359047,460.9126752183449,73,9
D2610,2025-06-17 13:34:00,17,Restaurant,Entrance,Smartwatch,-72.75982055647768,294.21843647498264,30,5
D3220,2025-06-17 16:26:00,16,Restaurant,Checkout,Tablet,-68.24759323868852,606.6994960454508,78,7
D9997,2025-06-17 08:49:00,31,Restaurant,Waiting Area,Laptop,-57.30176804722463,656.2672491710963,58,12
D9997,2025-06-17 08:49:00,31,Restaurant,Waiting Area,Laptop,-57.30176804722463,656.2672491710963,58,12
D4925,2025-06-17 18:44:00,31,Restaurant,Display Area,Laptop,-65.82367333155634,67.51956600052871,99,7
D6038,2025-06-17 08:17:00,39,Restaurant,Seating,Phone,-78.9810319123504,234.07472329232345,109,1
D6513,2025-06-17 09:11:00,51,Restaurant,Seating,Laptop,-65.69669729267147,630.2743317782043,58,8
D5629,2025-06-17 17:38:00,15,Restaurant,Checkout,Smartwatch,-34.77785293979481,300.411436517619,34,12
D9004,2025-06-17 17:09:00,49,Restaurant,Entrance,Tablet,-38.04724190401026,39.792160629443444,84,12
D5677,2025-06-17 15:51:00,36,Restaurant,Seating,Phone,-78.23922094019335,421.91413921431723,85,17
D8979,2025-06-17 14:10:00,56,Restaurant,Checkout,Tablet,-58.51619982547962,277.0549331137607,34,4
D3617,2025-06-17 18:00:00,33,Restaurant,Waiting Area,Tablet,-66.40379928641389,694.0326296005485,62,23
D3929,2025-06-17 12:44:00,44,Restaurant,Display Area,Phone,-46.857973087665826,454.3362293215836,65,6
D3342,2025-06-17 08:07:00,18,Restaurant,Waiting Area,Tablet,-77.86213720014445,849.9003018974453,29,13
D5876,2025-06-17 17:00:00,56,Restaurant,Display Area,Smartwatch,-77.50912463512182,785.7166153123638,69,23
D7978,2025-06-17 15:18:00,35,Restaurant,Display Area,Smartwatch,-54.02336382338647,122.62786944323125,98,8
D8740,2025-06-17 15:49:00,29,Restaurant,Seating,Smartwatch,-34.0114143158447,205.17461756455816,75,11
D6312,2025-06-17 09:14:00,17,Restaurant,Waiting Area,Laptop,-59.12066382074211,143.2248162153857,89,15
D3745,2025-06-17 11:07:00,59,Restaurant,Seating,Tablet,-30.104502007812272,693.3703712800993,59,13
D1409,2025-06-17 12:34:00,13,Restaurant,Checkout,Laptop,-79.60939283296405,837.2548781435695,28,10
D8601,2025-06-17 13:33:00,47,Restaurant,Display Area,Phone,-30.883805495264674,82.34201449562195,110,3
D7389,2025-06-17 19:00:00,18,Restaurant,Checkout,Phone,-42.49173733338085,174.57841004083778,40,1
D2285,2025-06-17 17:46:00,60,Restaurant,Checkout,Tablet,-44.26463499650353,689.5652678452848,66,20
D6312,2025-06-17 09:14:00,17,Restaurant,Waiting Area,Laptop,-59.12066382074211,143.2248162153857,89,15
D3157,2025-06-17 13:46:00,42,Restaurant,Display Area,Tablet,-49.82284577764093,497.1438109155836,94,14
D6711,2025-06-17 15:23:00,57,Restaurant,Display Area,Tablet,-59.031268023902804,773.1739253138994,91,13
D9199,2025-06-17 16:14:00,58,Restaurant,Display Area,Phone,-55.258248243613835,447.80240072240076,40,4
D9051,2025-06-17 10:23:00,44,Restaurant,Waiting Area,Laptop,-51.10592943204988,703.8978672300717,87,19
D7978,2025-06-17 15:18:00,35,Restaurant,Display Area,Smartwatch,-54.02336382338647,122.62786944323125,98,8
D3157,2025-06-17 13:46:00,42,Restaurant,Display Area,Tablet,-49.82284577764093,497.1438109155836,94,14
D8373,2025-06-17 12:50:00,15,Restaurant,Checkout,Tablet,-43.93713249534196,90.78471963590404,88,7
D8924,2025-06-17 19:26:00,1,Restaurant,Entrance,Laptop,-72.34648679143096,225.05300925894758,42,15
D8924,2025-06-17 19:26:00,1,Restaurant,Entrance,Laptop,-72.34648679143096,225.05300925894758,42,15
D4360,2025-06-17 18:57:00,53,Restaurant,Entrance,Smartwatch,-65.77599968091685,408.25568154152813,76,11
D6038,2025-06-17 08:17:00,39,Restaurant,Seating,Phone,-78.9810319123504,234.07472329232345,109,1
D2392,2025-06-17 17:59:00,46,Restaurant,Waiting Area,Tablet,-60.37603318457033,512.4546248696017,94,7
D2097,2025-06-17 10:21:00,33,Restaurant,Checkout,Phone,-70.25929535359047,460.9126752183449,73,9
D4824,2025-06-17 19:16:00,15,Restaurant,Display Area,Smartwatch,-61.9412337907831,27.729901845255235,26,1
D6513,2025-06-17 09:11:00,51,Restaurant,Seating,Laptop,-65.69669729267147,630.2743317782043,58,8
D5218,2025-06-17 16:09:00,16,Restaurant,Waiting Area,Smartwatch,-86.54799066977242,638.947517103802,16,3
D3198,2025-06-17 16:09:00,46,Restaurant,Waiting Area,Laptop,-45.35121997018149,124.65551261878055,35,17
D9545,2025-06-17 18:02:00,32,Restaurant,Entrance,Phone,-81.8521245647756,192.5963354207116,94,23
D8979,2025-06-17 14:10:00,56,Restaurant,Checkout,Tablet,-58.51619982547962,277.0549331137607,34,4
D7331,2025-06-17 10:21:00,9,Restaurant,Waiting Area,Tablet,-47.59321311090304,867.6744284169216,24,5
D3419,2025-06-17 18:17:00,14,Restaurant,Display Area,Tablet,-33.966689016808786,727.1168466176857,51,9
D5438,2025-06-17 18:09:00,16,Restaurant,Entrance,Phone,-79.2142628054745,574.0528067147856,90,9
D7331,2025-06-17 10:21:00,9,Restaurant,Waiting Area,Tablet,-47.59321311090304,867.6744284169216,24,5
D9199,2025-06-17 16:14:00,58,Restaurant,Display Area,Phone,-55.258248243613835,447.80240072240076,40,4
D5438,2025-06-17 18:09:00,16,Restaurant,Entrance,Phone,-79.2142628054745,574.0528067147856,90,9
D1343,2025-06-17 17:14:00,43,Restaurant,Waiting Area,Smartwatch,-31.586436652746947,140.80180017441717,71,14
D5407,2025-06-17 19:56:00,17,Restaurant,Entrance,Tablet,-51.61494314193812,581.2772295050959,116,3
D4824,2025-06-17 19:16:00,15,Restaurant,Display Area,Smartwatch,-61.9412337907831,27.729901845255235,26,1
D1330,2025-06-17 09:49:00,18,Restaurant,Display Area,Laptop,-41.84896252779598,86.94776243817732,119,18
D8979,2025-06-17 14:10:00,56,Restaurant,Checkout,Tablet,-58.51619982547962,277.0549331137607,34,4
D7874,2025-06-17 08:17:00,41,Restaurant,Display Area,Laptop,-87.45470192010124,820.611873620341,38,22
D5438,2025-06-17 18:09:00,16,Restaurant,Entrance,Phone,-79.2142628054745,574.0528067147856,90,9
D4746,2025-06-17 12:10:00,6,Restaurant,Seating,Laptop,-48.62646920957794,533.7554216703887,48,22
D7331,2025-06-17 10:21:00,9,Restaurant,Waiting Area,Tablet,-47.59321311090304,867.6744284169216,24,5
D5302,2025-06-17 09:55:00,22,Restaurant,Seating,Laptop,-42.517345513789735,573.9061988425361,6,6
D4124,2025-06-17 14:34:00,5,Restaurant,Seating,Laptop,-30.879497514278583,308.51742527034355,84,17
D4824,2025-06-17 19:16:00,15,Restaurant,Display Area,Smartwatch,-61.9412337907831,27.729901845255235,26,1
D5407,2025-06-17 19:56:00,17,Restaurant,Entrance,Tablet,-51.61494314193812,581.2772295050959,116,3
D8979,2025-06-17 14:10:00,56,Restaurant,Checkout,Tablet,-58.51619982547962,277.0549331137607,34,4
D8745,2025-06-17 18:53:00,41,Restaurant,Display Area,Smartwatch,-41.077169875873516,361.378746800063,41,18
D8373,2025-06-17 12:50:00,15,Restaurant,Checkout,Tablet,-43.93713249534196,90.78471963590404,88,7
D8281,2025-06-17 08:36:00,44,Restaurant,Checkout,Smartwatch,-88.86022868222172,251.30920107292908,69,17
D3342,2025-06-17 08:07:00,18,Restaurant,Waiting Area,Tablet,-77.86213720014445,849.9003018974453,29,13
D8888,2025-06-17 10:01:00,21,Restaurant,Seating,Phone,-62.119388072162195,944.6471819749221,81,10
D6676,2025-06-17 13:05:00,19,Restaurant,Seating,Tablet,-49.74801017289357,981.7772695227955,57,13
D6038,2025-06-17 08:17:00,39,Restaurant,Seating,Phone,-78.9810319123504,234.07472329232345,109,1
D9997,2025-06-17 08:49:00,31,Restaurant,Waiting Area,Laptop,-57.30176804722463,656.2672491710963,58,12
D6038,2025-06-17 08:17:00,39,Restaurant,Seating,Phone,-78.9810319123504,234.07472329232345,109,1
D3832,2025-06-17 16:36:00,21,Restaurant,Checkout,Phone,-72.91097291973878,422.45015938457954,57,8
D4124,2025-06-17 14:34:00,5,Restaurant,Seating,Laptop,-30.879497514278583,308.51742527034355,84,17
D8512,2025-06-17 14:26:00,51,Restaurant,Entrance,Tablet,-85.18511086053931,757.9557227695589,113,7
D6312,2025-06-17 09:14:00,17,Restaurant,Waiting Area,Laptop,-59.12066382074211,143.2248162153857,89,15
D3717,2025-06-17 19:48:00,57,Restaurant,Seating,Laptop,-81.78332517005681,394.6348007976362,75,0
D2610,2025-06-17 13:34:00,17,Restaurant,Entrance,Smartwatch,-72.75982055647768,294.21843647498264,30,5
D3198,2025-06-17 16:09:00,46,Restaurant,Waiting Area,Laptop,-45.35121997018149,124.65551261878055,35,17
D3929,2025-06-17 12:44:00,44,Restaurant,Display Area,Phone,-46.857973087665826,454.3362293215836,65,6
D3138,2025-06-17 15:49:00,13,Restaurant,Checkout,Smartwatch,-68.98026420362567,375.78227620789676,89,7
D9545,2025-06-17 18:02:00,32,Restaurant,Entrance,Phone,-81.8521245647756,192.5963354207116,94,23
D2097,2025-06-17 10:21:00,33,Restaurant,Checkout,Phone,-70.25929535359047,460.9126752183449,73,9
D8305,2025-06-17 16:20:00,54,Restaurant,Waiting Area,Smartwatch,-53.9356208906767,370.29402851870896,53,12
D4995,2025-06-17 10:08:00,36,Restaurant,Checkout,Phone,-68.93568272443072,220.67590720172092,71,2
D1409,2025-06-17 12:34:00,13,Restaurant,Checkout,Laptop,-79.60939283296405,837.2548781435695,28,10
D9545,2025-06-17 18:02:00,32,Restaurant,Entrance,Phone,-81.8521245647756,192.5963354207116,94,23
D1040,2025-06-17 18:05:00,49,Restaurant,Checkout,Tablet,-48.54428958119111,544.9742207467021,103,17
D5852,2025-06-17 17:36:00,23,Restaurant,Waiting Area,Smartwatch,-49.0171991237005,250.22616857660688,119,5
D3342,2025-06-17 08:07:00,18,Restaurant,Waiting Area,Tablet,-77.86213720014445,849.9003018974453,29,13
D3342,2025-06-17 08:07:00,18,Restaurant,Waiting Area,Tablet,-77.86213720014445,849.9003018974453,29,13
D6676,2025-06-17 13:05:00,19,Restaurant,Seating,Tablet,-49.74801017289357,981.7772695227955,57,13
D1939,2025-06-17 09:19:00,19,Restaurant,Checkout,Smartwatch,-85.80126723629849,703.5421226914226,41,4
D1910,2025-06-17 08:02:00,56,Restaurant,Display Area,Tablet,-36.261093898234485,120.4217450303759,52,9
D2184,2025-06-17 10:01:00,51,Restaurant,Waiting Area,Tablet,-30.775005028490888,468.63499384309034,10,4
D1910,2025-06-17 08:02:00,56,Restaurant,Display Area,Tablet,-36.261093898234485,120.4217450303759,52,9
D4453,2025-06-17 14:41:00,44,Restaurant,Display Area,Laptop,-82.94750143810198,13.51748957674825,103,9
D3288,2025-06-17 09:26:00,27,Restaurant,Seating,Laptop,-44.88738621258476,202.76236932278465,38,12
D8740,2025-06-17 15:49:00,29,Restaurant,Seating,Smartwatch,-34.0114143158447,205.17461756455816,75,11
D9199,2025-06-17 16:14:00,58,Restaurant,Display Area,Phone,-55.258248243613835,447.80240072240076,40,4
D5685,2025-06-17 19:37:00,6,Restaurant,Seating,Laptop,-79.47213789948367,896.0607455591615,97,8
D8979,2025-06-17 14:10:00,56,Restaurant,Checkout,Tablet,-58.51619982547962,277.0549331137607,34,4
D5463,2025-06-17 17:52:00,58,Restaurant,Seating,Smartwatch,-69.75436700881508,72.19201386078689,13,15
D5590,2025-06-17 14:09:00,5,Restaurant,Entrance,Tablet,-40.64475029707074,687.4217473304955,19,3
D8373,2025-06-17 12:50:00,15,Restaurant,Checkout,Tablet,-43.93713249534196,90.78471963590404,88,7
D1343,2025-06-17 17:14:00,43,Restaurant,Waiting Area,Smartwatch,-31.586436652746947,140.80180017441717,71,14
D3745,2025-06-17 11:07:00,59,Restaurant,Seating,Tablet,-30.104502007812272,693.3703712800993,59,13
D4398,2025-06-17 09:15:00,7,Restaurant,Display Area,Tablet,-89.04239338125184,201.59891384009487,115,11
D5685,2025-06-17 19:37:00,6,Restaurant,Seating,Laptop,-79.47213789948367,896.0607455591615,97,8
D8766,2025-06-17 09:37:00,2,Restaurant,Display Area,Tablet,-87.27919178283645,514.5782430893308,10,15
D5590,2025-06-17 14:09:00,5,Restaurant,Entrance,Tablet,-40.64475029707074,687.4217473304955,19,3
D4672,2025-06-17 08:56:00,23,Restaurant,Display Area,Smartwatch,-82.74219583574771,60.450319368737915,32,1
D5677,2025-06-17 15:51:00,36,Restaurant,Seating,Phone,-78.23922094019335,421.91413921431723,85,17
D8373,2025-06-17 12:50:00,15,Restaurant,Checkout,Tablet,-43.93713249534196,90.78471963590404,88,7
D9051,2025-06-17 10:23:00,44,Restaurant,Waiting Area,Laptop,-51.10592943204988,703.8978672300717,87,19
D4824,2025-06-17 13:33:00,31,Restaurant,Entrance,Phone,-87.73030091107785,26.36927831541173,34,11
D6891,2025-06-17 18:05:00,2,Restaurant,Seating,Tablet,-84.81143671674891,363.28474142804237,65,9
D6312,2025-06-17 09:14:00,17,Restaurant,Waiting Area,Laptop,-59.12066382074211,143.2248162153857,89,15
D1700,2025-06-17 14:38:00,59,Restaurant,Checkout,Phone,-85.63452965051742,862.3994582554958,97,2
D5629,2025-06-17 17:38:00,15,Restaurant,Checkout,Smartwatch,-34.77785293979481,300.411436517619,34,12
D4824,2025-06-17 13:33:00,31,Restaurant,Entrance,Phone,-87.73030091107785,26.36927831541173,34,11
D3617,2025-06-17 18:00:00,33,Restaurant,Waiting Area,Tablet,-66.40379928641389,694.0326296005485,62,23
D4453,2025-06-17 14:41:00,44,Restaurant,Display Area,Laptop,-82.94750143810198,13.51748957674825,103,9
D9004,2025-06-17 17:09:00,49,Restaurant,Entrance,Tablet,-38.04724190401026,39.792160629443444,84,12
D2285,2025-06-17 17:46:00,60,Restaurant,Checkout,Tablet,-44.26463499650353,689.5652678452848,66,20
D2392,2025-06-17 17:59:00,46,Restaurant,Waiting Area,Tablet,-60.37603318457033,512.4546248696017,94,7
D9589,2025-06-17 13:28:00,27,Restaurant,Display Area,Phone,-66.89811758405052,289.82409923556133,60,22
D6676,2025-06-17 13:05:00,19,Restaurant,Seating,Tablet,-49.74801017289357,981.7772695227955,57,13
D8924,2025-06-17 19:26:00,1,Restaurant,Entrance,Laptop,-72.34648679143096,225.05300925894758,42,15
D7874,2025-06-17 08:17:00,41,Restaurant,Display Area,Laptop,-87.45470192010124,820.611873620341,38,22
D3800,2025-06-17 14:03:00,21,Restaurant,Checkout,Tablet,-35.352487465556294,52.444887810990465,18,14
D5685,2025-06-17 19:37:00,6,Restaurant,Seating,Laptop,-79.47213789948367,896.0607455591615,97,8
D8745,2025-06-17 18:53:00,41,Restaurant,Display Area,Smartwatch,-41.077169875873516,361.378746800063,41,18
D2285,2025-06-17 17:46:00,60,Restaurant,Checkout,Tablet,-44.26463499650353,689.5652678452848,66,20
D9314,2025-06-17 09:42:00,28,Restaurant,Waiting Area,Laptop,-33.06971506371325,749.8794054301799,113,21
D5677,2025-06-17 15:51:00,36,Restaurant,Seating,Phone,-78.23922094019335,421.91413921431723,85,17
D5852,2025-06-17 17:36:00,23,Restaurant,Waiting Area,Smartwatch,-49.0171991237005,250.22616857660688,119,5
D4769,2025-06-17 10:19:00,18,Restaurant,Entrance,Laptop,-42.49481342089699,479.3553065854519,60,20
D4746,2025-06-17 12:10:00,6,Restaurant,Seating,Laptop,-48.62646920957794,533.7554216703887,48,22
D4824,2025-06-17 19:16:00,15,Restaurant,Display Area,Smartwatch,-61.9412337907831,27.729901845255235,26,1
D2392,2025-06-17 17:59:00,46,Restaurant,Waiting Area,Tablet,-60.37603318457033,512.4546248696017,94,7
D6676,2025-06-17 13:05:00,19,Restaurant,Seating,Tablet,-49.74801017289357,981.7772695227955,57,13
D9589,2025-06-17 13:28:00,27,Restaurant,Display Area,Phone,-66.89811758405052,289.82409923556133,60,22
D5218,2025-06-17 16:09:00,16,Restaurant,Waiting Area,Smartwatch,-86.54799066977242,638.947517103802,16,3
D4824,2025-06-17 13:33:00,31,Restaurant,Entrance,Phone,-87.73030091107785,26.36927831541173,34,11
D7695,2025-06-17 15:09:00,16,Restaurant,Seating,Smartwatch,-63.68180127581287,765.0251826839379,50,1
D7537,2025-06-17 16:30:00,49,Restaurant,Checkout,Phone,-57.27283227731017,677.0058408571167,45,18
D5629,2025-06-17 17:38:00,15,Restaurant,Checkout,Smartwatch,-34.77785293979481,300.411436517619,34,12
D4124,2025-06-17 14:34:00,5,Restaurant,Seating,Laptop,-30.879497514278583,308.51742527034355,84,17
D8462,2025-06-17 13:28:00,56,Restaurant,Checkout,Phone,-44.85238247140153,183.0102320953695,27,21
D2285,2025-06-17 17:46:00,60,Restaurant,Checkout,Tablet,-44.26463499650353,689.5652678452848,66,20
D5218,2025-06-17 16:09:00,16,Restaurant,Waiting Area,Smartwatch,-86.54799066977242,638.947517103802,16,3
D1258,2025-06-17 17:02:00,55,Restaurant,Waiting Area,Tablet,-78.92732939050548,264.94901706620726,67,14
D6676,2025-06-17 13:05:00,19,Restaurant,Seating,Tablet,-49.74801017289357,981.7772695227955,57,13
D2760,2025-06-17 11:14:00,40,Restaurant,Display Area,Laptop,-47.15045651656461,375.9676907780917,99,13
D6711,2025-06-17 15:23:00,57,Restaurant,Display Area,Tablet,-59.031268023902804,773.1739253138994,91,13
D2097,2025-06-17 10:21:00,33,Restaurant,Checkout,Phone,-70.25929535359047,460.9126752183449,73,9
D8591,2025-06-17 17:15:00,34,Restaurant,Waiting Area,Laptop,-59.823560354165174,185.19836828911758,78,21
D7331,2025-06-17 10:21:00,9,Restaurant,Waiting Area,Tablet,-47.59321311090304,867.6744284169216,24,5
D4769,2025-06-17 10:19:00,18,Restaurant,Entrance,Laptop,-42.49481342089699,479.3553065854519,60,20
D4259,2025-06-17 18:30:00,53,Restaurant,Checkout,Laptop,-60.70881650724367,356.77069872428217,33,17
D3419,2025-06-17 18:17:00,14,Restaurant,Display Area,Tablet,-33.966689016808786,727.1168466176857,51,9
D3798,2025-06-17 15:40:00,12,Restaurant,Seating,Tablet,-85.44951884145574,650.9660638809104,75,19
D7695,2025-06-17 15:09:00,16,Restaurant,Seating,Smartwatch,-63.68180127581287,765.0251826839379,50,1
D9997,2025-06-17 08:49:00,31,Restaurant,Waiting Area,Laptop,-57.30176804722463,656.2672491710963,58,12
D7389,2025-06-17 19:00:00,18,Restaurant,Checkout,Phone,-42.49173733338085,174.57841004083778,40,1
D4360,2025-06-17 18:57:00,53,Restaurant,Entrance,Smartwatch,-65.77599968091685,408.25568154152813,76,11
D6038,2025-06-17 08:17:00,39,Restaurant,Seating,Phone,-78.9810319123504,234.07472329232345,109,1
D9589,2025-06-17 13:28:00,27,Restaurant,Display Area,Phone,-66.89811758405052,289.82409923556133,60,22
